,age,job,marital,education,default,housing,loan,month,day_of_week,duration,campaign,poutcome,y,contact_telephone
20372,38,3,1,1,1,3,3,3,4,76,1,1,0,0
20373,36,4,1,4,1,3,3,3,4,81,3,1,0,0
20374,33,1,1,1,1,1,1,3,4,120,1,1,0,0
20375,33,3,1,4,1,3,1,3,4,64,1,1,0,0
20376,37,3,2,1,1,3,1,3,4,178,2,1,0,0
20377,42,3,3,4,1,3,3,3,4,158,1,1,0,0
20378,31,10,2,1,1,3,1,3,4,51,2,1,0,0
20379,56,6,1,2,1,2,2,3,4,235,1,1,0,0
20380,47,3,1,4,1,3,1,3,4,256,1,1,0,0
20381,53,7,1,3,2,3,1,3,4,1282,5,1,1,0
20382,47,3,1,4,1,1,1,3,4,364,1,1,0,0
20383,29,3,2,4,1,1,1,3,4,168,2,1,0,0
20384,38,3,1,2,1,1,1,3,4,138,1,1,0,0
20385,33,3,1,2,1,3,1,3,4,68,1,1,0,0
20386,51,3,1,4,1,3,1,3,4,96,4,1,0,0
20387,38,3,1,2,1,2,2,3,4,234,1,1,0,0
20388,38,3,1,2,1,3,1,3,4,237,1,1,0,0
20389,33,3,2,1,1,3,1,3,4,181,1,1,0,0
20390,46,4,1,1,1,1,1,3,4,106,1,1,0,0
20391,34,3,2,4,1,3,1,3,4,110,2,1,0,0
20392,46,4,1,1,1,1,1,3,4,122,1,1,0,0
20393,30,1,2,1,1,1,1,3,4,52,1,1,0,0
20394,30,1,2,1,1,1,1,3,4,126,1,1,0,0
20395,32,3,1,1,1,3,1,3,4,815,2,1,1,0
20396,52,5,1,1,2,1,1,3,4,95,5,1,0,0
20397,52,1,1,1,1,1,1,3,4,73,1,1,0,0
20398,39,3,1,2,1,1,1,3,4,116,1,1,0,0
20399,30,1,2,1,1,1,1,3,4,365,1,1,0,0
20400,29,3,2,2,1,1,1,3,4,63,1,1,0,0
20401,52,1,1,1,1,3,1,3,4,250,1,1,0,0
20402,31,9,2,4,2,3,3,3,4,213,1,1,0,0
20403,35,4,1,2,1,3,1,3,4,126,1,1,0,0
20404,35,4,1,2,1,1,1,3,4,63,1,1,0,0
20405,35,4,1,2,1,3,1,3,4,68,1,1,0,0
20406,33,3,1,4,1,1,1,3,4,74,1,1,0,0
20407,31,10,2,1,1,3,1,3,4,77,2,1,0,0
20408,30,1,2,1,1,3,3,3,4,29,2,1,0,0
20409,33,3,1,4,1,3,1,3,4,147,1,1,0,0
20410,52,1,1,1,1,3,1,3,4,867,1,1,0,0
20411,40,1,1,1,1,3,1,3,4,124,1,1,0,0
20412,40,1,1,1,1,3,3,3,4,117,1,1,0,0
20413,37,3,2,4,2,3,1,3,4,971,1,1,1,0
20414,40,1,1,1,1,1,1,3,4,139,1,1,0,0
20415,50,2,1,5,2,3,1,3,4,105,1,1,0,0
20416,45,3,1,4,1,3,1,3,4,196,1,1,0,0
20417,45,3,1,4,1,1,1,3,4,105,1,1,0,0
20418,42,1,1,1,1,3,1,3,4,193,2,1,0,0
20419,34,5,1,1,1,3,1,3,4,227,1,1,0,0
20420,49,2,1,6,1,3,1,3,4,232,4,1,0,0
20421,37,3,1,4,1,3,3,3,4,95,1,1,0,0
20422,48,1,1,1,1,1,1,3,4,80,1,1,0,0
20423,39,1,1,2,1,3,1,3,4,101,2,1,0,0
20424,59,3,1,4,1,1,3,3,4,138,2,1,0,0
20425,51,7,1,5,2,1,1,3,4,148,2,1,0,0
20426,33,3,2,4,1,3,1,3,4,396,2,1,1,0
20427,51,5,1,2,1,1,1,3,4,121,1,1,0,0
20428,31,10,2,1,1,3,1,3,4,174,2,1,0,0
20429,29,3,2,4,1,1,1,3,4,603,2,1,0,0
20430,37,3,1,2,2,3,1,3,4,69,2,1,0,0
20431,31,3,1,2,1,1,1,3,4,87,2,1,0,0
20432,31,1,2,1,1,3,1,3,4,106,1,1,0,0
20433,38,3,2,2,2,1,3,3,4,100,3,1,0,0
20434,31,1,2,1,1,1,1,3,4,138,1,1,0,0
20435,50,8,1,1,1,3,1,3,4,155,1,1,0,0
20436,50,8,1,1,1,3,1,3,4,123,1,1,0,0
20437,31,1,2,1,1,3,3,3,4,338,1,1,0,0
20438,31,1,2,1,1,1,1,3,4,507,1,1,1,0
20439,45,8,1,5,2,2,2,3,4,104,1,1,0,0
20440,31,10,2,1,1,1,1,3,4,85,2,1,0,0
20441,46,4,1,7,1,1,1,3,4,177,1,1,0,0
20442,51,1,3,4,1,1,3,3,4,207,1,1,0,0
20443,35,3,1,2,1,1,1,3,4,150,1,1,0,0
20444,32,1,3,1,1,3,1,3,4,105,1,1,0,0
20445,34,4,1,4,1,3,1,3,4,126,2,1,0,0
20446,31,1,2,1,1,3,1,3,4,130,1,1,0,0
20447,35,3,1,2,1,3,1,3,4,603,1,1,0,0
20448,32,1,3,1,1,3,1,3,4,66,1,1,0,0
20449,32,1,2,1,2,1,1,3,4,240,5,1,0,0
20450,32,3,1,2,1,3,1,3,4,109,1,1,0,0
20451,35,3,2,1,1,3,1,3,4,439,3,1,1,0
20452,36,3,2,4,1,2,2,3,4,217,3,1,0,0
20453,51,2,1,3,2,3,1,3,4,107,1,1,0,0
20454,32,3,1,4,1,1,1,3,4,252,1,1,0,0
20455,36,3,2,1,2,1,1,3,4,73,1,1,0,0
20456,36,1,3,1,1,1,1,3,4,61,1,1,0,0
20457,60,4,1,2,2,1,1,3,4,73,1,1,0,0
20458,39,3,3,4,1,3,3,3,4,80,2,1,0,0
20459,38,3,1,2,1,1,1,3,4,197,2,1,0,0
20460,32,3,2,1,1,3,1,3,4,171,1,1,0,0
20461,34,3,2,1,1,3,1,3,4,436,2,1,0,0
20462,38,1,1,1,1,3,1,3,4,119,1,1,0,0
20463,33,3,1,4,1,1,1,3,4,129,2,1,0,0
20464,41,3,1,4,1,1,1,3,4,152,1,1,0,0
20465,41,3,1,4,1,1,1,3,4,131,1,1,0,0
20466,54,1,1,2,1,1,3,3,4,150,2,1,0,0
20467,45,1,1,2,2,3,1,3,4,128,1,1,0,0
20468,47,2,1,6,1,1,1,3,4,56,1,1,0,0
20469,47,2,1,6,1,3,1,3,4,64,1,1,0,0
20470,48,2,1,3,1,3,1,3,4,108,1,1,0,0
20471,48,2,1,3,1,3,1,3,4,84,1,1,0,0
20472,44,4,1,2,2,3,1,3,4,157,3,1,0,0
20473,30,1,2,1,1,1,1,3,4,312,3,1,0,0
20474,36,5,1,1,1,1,1,3,4,231,2,1,0,0
20475,41,1,2,1,2,1,1,3,4,121,1,1,0,0
20476,40,3,1,2,1,1,1,3,4,370,1,1,0,0
20477,31,8,1,1,1,1,1,3,4,201,2,1,0,0
20478,51,9,1,5,2,3,1,3,4,234,2,1,0,0
20479,37,1,1,1,2,3,1,3,4,191,5,1,0,0
20480,30,3,2,1,1,3,3,3,4,433,2,1,0,0
20481,48,1,1,3,1,3,1,3,4,1181,2,1,1,0
20482,48,1,1,3,1,3,1,3,4,92,2,1,0,0
20483,53,5,1,1,1,3,1,3,4,1133,3,1,1,0
20484,37,3,1,2,2,3,1,3,4,76,2,1,0,0
20485,42,8,1,1,2,3,1,3,4,91,2,1,0,0
20486,35,3,3,4,1,3,1,3,4,536,2,1,0,0
20487,33,3,1,2,1,1,1,3,4,398,2,1,0,0
20488,38,3,2,2,2,1,1,3,4,104,6,1,0,0
20489,49,5,1,1,1,1,3,3,4,297,2,1,0,0
20490,31,3,2,2,1,3,1,3,4,193,2,1,0,0
20491,36,3,2,4,1,3,3,3,4,127,3,1,0,0
20492,33,1,1,1,1,1,3,3,4,72,2,1,0,0
20493,50,2,1,6,2,1,1,3,4,137,1,1,0,0
20494,48,1,1,1,1,3,1,3,4,58,2,1,0,1
20495,43,3,1,4,2,1,1,3,4,926,2,1,1,0
20496,35,10,1,1,1,1,1,3,4,117,2,1,0,0
20497,46,1,3,1,1,3,3,3,4,121,1,1,0,0
20498,32,3,1,1,1,1,3,3,4,226,2,1,0,0
20499,37,1,3,1,1,1,1,3,4,355,2,1,0,0
20500,33,3,1,4,1,1,3,3,4,587,1,1,1,0
20501,43,1,3,1,2,1,1,3,4,111,2,1,0,0
20502,39,8,1,3,1,1,1,3,4,139,4,1,0,0
20503,32,3,1,1,1,3,1,3,4,83,2,1,0,0
20504,45,8,1,5,2,1,1,3,4,97,2,1,0,0
20505,45,1,1,1,1,1,1,3,4,632,3,1,0,0
20506,35,5,1,1,1,1,1,3,4,186,1,1,0,0
20507,35,8,1,1,1,1,1,3,4,112,2,1,0,0
20508,32,1,3,1,1,1,1,3,4,225,2,1,0,0
20509,35,5,1,1,1,1,1,3,4,253,1,1,0,0
20510,35,3,1,2,2,1,1,3,4,112,1,1,0,0
20511,35,5,1,1,1,3,1,3,4,284,1,1,0,0
20512,35,3,1,2,2,1,3,3,4,306,1,1,0,0
20513,35,5,1,1,1,2,2,3,4,696,1,1,1,0
20514,33,1,1,1,1,1,1,3,4,66,2,1,0,0
20515,32,3,2,1,1,3,1,3,4,114,2,1,0,0
20516,42,1,2,1,1,1,1,3,4,105,2,1,0,0
20517,42,3,2,1,1,3,1,3,4,578,2,1,0,0
20518,29,5,1,1,1,3,3,3,4,116,2,1,0,0
20519,59,6,1,3,2,3,1,3,4,464,2,1,0,0
20520,32,1,1,1,2,3,1,3,4,134,4,1,0,0
20521,53,1,1,3,1,3,1,3,4,158,1,1,0,0
20522,32,3,2,1,1,3,1,3,4,645,4,1,1,0
20523,46,4,1,1,1,1,1,3,4,246,3,1,0,0
20524,32,3,2,4,1,3,1,3,4,473,3,1,1,0
20525,50,1,1,1,1,3,1,3,4,304,8,1,0,0
20526,31,3,2,2,1,3,3,3,4,559,2,1,1,0
20527,32,3,2,1,1,1,1,3,4,264,12,1,0,0
20528,44,5,1,3,1,3,1,3,4,100,5,1,0,0
20529,32,3,2,1,1,1,3,3,4,1092,4,1,1,0
20530,41,3,1,4,1,1,1,3,4,174,1,1,0,0
20531,41,3,1,4,1,3,1,3,4,127,1,1,0,0
20532,49,6,3,4,1,3,3,3,4,128,8,1,0,1
20533,36,1,2,1,1,3,1,3,4,1344,7,1,1,0
20535,35,3,2,1,1,1,1,3,4,218,4,1,0,0
20536,53,2,1,5,2,3,1,3,4,178,1,1,0,0
20537,31,4,2,1,2,3,1,3,4,1307,3,1,1,0
20538,56,1,1,1,1,3,1,3,4,153,4,1,0,0
20539,41,3,1,4,1,3,1,3,4,1344,1,1,1,0
20540,58,9,1,5,1,1,1,3,4,168,5,1,0,0
20541,48,2,1,3,2,1,1,3,4,213,3,1,0,0
20542,46,2,1,5,2,3,1,3,4,978,1,1,1,0
20543,54,2,1,5,2,3,1,3,4,781,5,1,0,0
20544,32,1,1,1,1,1,1,3,4,588,3,1,0,0
20545,38,3,3,4,1,3,1,3,4,75,2,1,0,0
20546,31,9,1,5,1,1,1,3,4,145,8,1,0,0
20547,46,2,1,5,2,3,1,3,4,42,4,1,0,0
20548,54,4,1,5,1,3,1,3,4,50,4,1,0,0
20549,32,3,2,1,1,1,1,3,4,432,3,1,1,0
20550,40,5,1,1,1,1,3,3,4,454,3,1,0,0
20551,32,1,2,1,1,1,1,3,4,1613,1,1,1,0
20552,31,1,1,1,1,1,1,3,4,141,5,1,0,0
20553,54,2,1,3,2,3,1,3,4,439,3,1,0,0
20554,34,3,2,1,1,1,1,3,4,136,2,1,0,0
20555,53,5,1,1,1,1,1,3,4,864,3,1,0,0
20556,49,2,1,3,2,1,1,3,4,474,2,1,0,0
20557,30,3,2,4,1,1,1,3,4,216,3,1,0,0
20558,36,1,2,1,1,1,3,3,4,459,4,1,0,0
20559,31,3,2,1,1,3,1,3,4,128,5,1,0,0
20560,33,8,1,1,1,3,1,3,4,418,3,1,0,0
20561,33,1,2,1,1,3,1,3,4,226,4,1,0,0
20562,46,1,1,2,1,3,1,3,4,252,3,1,0,0
20563,48,2,1,5,1,1,1,3,4,134,7,1,0,0
20564,52,9,3,2,1,3,1,3,4,140,3,1,0,0
20565,39,1,3,1,1,3,1,3,4,180,3,1,0,0
20566,52,4,1,5,1,3,1,3,4,483,4,1,0,0
20567,31,3,2,1,1,1,1,3,4,409,7,1,0,0
20568,32,3,2,2,1,3,1,3,4,222,2,1,0,0
20569,33,3,1,1,1,3,1,3,4,664,3,1,1,0
20570,57,1,1,1,1,1,1,3,4,612,3,1,0,0
20571,31,9,1,5,1,1,3,3,4,129,6,1,0,0
20572,45,5,1,1,1,3,1,3,4,1735,4,1,1,0
20573,54,1,1,1,1,3,1,3,4,243,3,1,0,0
20574,56,2,1,7,1,3,1,3,4,178,8,1,0,0
20575,38,3,1,4,1,3,1,3,4,124,3,1,0,0
20576,44,5,1,3,1,3,1,3,4,284,4,1,0,0
20577,33,3,1,4,1,1,1,3,4,129,4,1,0,0
20578,34,1,1,2,1,3,1,3,4,228,5,1,0,0
20579,33,3,1,4,1,3,1,3,4,940,10,1,1,0
20580,32,1,2,1,1,3,1,3,4,460,2,1,0,0
20581,32,3,1,4,2,3,1,3,4,796,4,1,1,0
20582,54,4,1,2,1,3,1,3,4,136,5,1,0,0
20583,46,2,1,5,2,3,1,3,4,58,3,1,0,0
20584,31,1,2,1,1,3,1,3,4,465,6,1,0,0
20585,54,2,1,3,2,1,1,3,4,112,3,1,0,0
20586,47,1,3,2,1,1,1,3,4,204,6,1,0,0
20587,32,1,1,2,1,3,3,3,4,711,3,1,0,0
20588,34,1,2,1,1,1,1,3,4,121,3,1,0,0
20589,46,2,1,5,2,1,1,3,4,83,2,1,0,0
20590,54,4,1,2,1,1,1,3,4,321,4,1,0,0
20591,41,3,1,4,1,1,1,3,4,1476,2,1,0,0
20592,35,3,1,1,1,1,3,3,4,204,2,1,0,0
20593,41,3,1,4,1,3,1,3,4,161,2,1,0,0
20594,36,3,1,1,1,3,1,3,4,120,3,1,0,0
20595,46,4,1,5,2,1,1,3,4,507,3,1,0,0
20596,31,1,3,1,1,3,1,3,3,77,6,1,0,0
20597,60,4,1,5,1,3,1,3,3,767,7,1,0,1
20598,54,2,1,3,2,3,1,3,3,388,4,1,0,0
20599,56,1,1,4,1,3,1,3,3,106,1,1,0,0
20600,32,3,2,1,1,3,1,3,3,168,1,1,0,0
20601,35,5,1,1,1,3,3,3,3,239,1,1,0,0
20602,57,8,1,3,1,1,1,3,3,139,1,1,0,0
20603,29,3,4,2,1,3,1,3,3,78,1,1,0,0
20604,29,3,4,2,1,3,1,3,3,536,1,1,0,0
20605,36,1,1,1,2,3,1,3,3,295,1,1,0,0
20606,32,1,1,1,1,3,3,3,3,224,1,1,0,0
20607,35,1,1,1,2,3,3,3,3,156,1,1,0,0
20608,34,1,1,1,2,3,1,3,3,206,1,1,0,0
20609,33,3,2,1,1,1,1,3,3,317,1,1,0,0
20610,30,3,1,2,1,1,1,3,3,176,1,1,0,0
20611,35,3,1,4,2,3,3,3,3,69,1,1,0,0
20612,44,5,1,3,1,3,1,3,3,244,4,1,0,0
20613,46,3,1,4,1,3,1,3,3,114,3,1,0,0
20614,35,1,2,1,1,3,3,3,3,132,1,1,0,0
20615,41,9,1,6,2,1,1,3,3,186,1,1,0,0
20616,30,3,1,4,1,1,3,3,3,128,1,1,0,0
20617,30,3,1,4,1,3,1,3,3,78,1,1,0,0
20618,44,2,1,6,1,1,1,3,3,128,2,1,0,0
20619,30,3,1,4,1,1,3,3,3,100,1,1,0,0
20620,51,1,1,1,2,3,1,3,3,96,1,1,0,0
20621,32,1,1,1,1,3,1,3,3,1842,1,1,1,0
20622,51,1,1,1,2,2,2,3,3,332,1,1,0,0
20623,33,1,2,1,1,1,1,3,3,159,1,1,0,0
20624,34,1,2,1,2,1,1,3,3,127,2,1,0,1
20625,31,3,2,2,1,1,1,3,3,303,1,1,0,0
20626,45,2,1,2,2,3,1,3,3,969,1,1,1,0
20627,59,6,1,1,1,1,3,3,3,295,1,1,0,0
20628,38,5,1,1,1,1,1,3,3,157,1,1,0,0
20629,32,1,2,1,1,1,1,3,3,823,1,1,1,0
20630,38,5,1,1,1,1,1,3,3,58,1,1,0,0
20631,33,3,1,2,1,1,1,3,3,703,1,1,1,0
20632,43,1,1,1,1,1,1,3,3,618,8,1,1,1
20633,47,4,1,2,2,3,1,3,3,370,4,1,0,0
20634,31,4,2,1,2,3,1,3,3,55,3,1,0,0
20635,58,1,1,1,1,3,1,3,3,225,1,1,0,0
20636,58,1,1,1,1,1,1,3,3,460,1,1,0,0
20637,32,3,2,1,1,3,3,3,3,93,2,1,0,0
20638,35,3,1,1,1,3,1,3,3,455,1,1,1,0
20639,51,1,2,1,1,1,1,3,3,214,2,1,0,1
20640,52,1,1,2,1,1,1,3,3,139,1,1,0,0
20641,44,3,3,4,1,1,1,3,3,57,2,1,0,0
20642,38,5,1,1,2,1,3,3,3,107,1,1,0,0
20643,46,2,1,3,1,1,1,3,3,239,1,1,0,0
20644,36,1,2,1,1,1,1,3,3,142,1,1,0,0
20645,56,1,1,1,2,3,3,3,3,287,1,1,0,0
20646,39,3,1,4,1,3,3,3,3,86,1,1,0,0
20647,40,5,1,2,1,1,3,3,3,258,2,1,0,0
20648,34,1,3,1,1,1,1,3,3,185,1,1,0,0
20649,39,3,1,4,1,1,1,3,3,458,1,1,0,0
20650,54,4,1,5,1,1,1,3,3,211,1,1,0,0
20651,57,1,2,1,2,3,3,3,3,73,1,1,0,0
20652,33,1,2,1,2,3,3,3,3,121,1,1,0,0
20653,54,4,1,5,1,3,3,3,3,900,1,1,0,0
20654,57,1,2,1,2,3,3,3,3,143,1,1,0,0
20655,57,1,2,1,2,3,1,3,3,334,1,1,0,0
20656,57,1,2,1,2,1,1,3,3,112,1,1,0,0
20657,55,7,3,2,2,1,1,3,3,88,1,1,0,0
20658,32,3,1,1,1,3,3,3,3,123,1,1,0,0
20659,29,3,2,4,1,3,3,3,3,106,3,1,0,0
20660,40,3,1,4,2,3,3,3,3,115,1,1,0,0
20661,46,1,1,1,1,3,1,3,3,73,1,1,0,0
20662,42,1,1,1,1,3,1,3,3,71,1,1,0,0
20663,33,1,2,1,1,3,3,3,3,110,2,1,0,0
20664,57,1,1,1,2,1,1,3,3,846,4,1,1,0
20665,42,1,1,1,1,3,1,3,3,334,1,1,0,0
20666,34,1,3,1,1,1,1,3,3,105,1,1,0,0
20667,34,1,3,1,1,3,3,3,3,109,1,1,0,0
20668,42,10,1,1,2,1,3,3,3,110,1,1,0,0
20669,58,1,1,1,1,1,1,3,3,233,2,1,0,0
20670,48,10,1,5,2,3,1,3,3,57,1,1,0,0
20671,30,3,1,1,2,1,3,3,3,96,1,1,0,0
20672,42,1,1,1,1,1,1,3,3,58,1,1,0,0
20673,44,1,1,1,2,1,3,3,3,227,1,1,0,0
20674,48,5,1,1,2,1,1,3,3,127,1,1,0,0
20675,36,1,3,1,2,3,3,3,3,283,1,1,0,0
20676,54,1,2,1,1,3,1,3,3,104,9,1,0,0
20677,41,1,1,1,1,3,1,3,3,206,1,1,0,0
20678,31,1,1,2,1,3,1,3,3,91,1,1,0,0
20679,31,1,1,2,1,3,1,3,3,170,1,1,0,0
20680,41,1,1,1,1,3,1,3,3,460,1,1,0,0
20681,33,3,2,1,2,2,2,3,3,690,1,1,0,0
20682,45,8,1,6,1,3,1,3,3,100,1,1,0,0
20683,31,1,2,1,1,3,1,3,3,127,1,1,0,0
20684,40,3,1,4,2,3,1,3,3,192,1,1,0,0
20685,35,3,2,4,1,3,1,3,3,114,1,1,0,0
20686,32,3,1,4,1,3,1,3,3,159,1,1,0,0
20687,29,3,1,1,1,1,1,3,3,183,1,1,0,0
20688,29,3,1,1,1,1,3,3,3,80,1,1,0,0
20689,55,3,1,1,2,1,1,3,3,144,1,1,0,0
20690,45,3,1,4,1,1,1,3,3,132,1,1,0,0
20691,57,1,2,1,2,3,1,3,3,86,2,1,0,0
20692,52,2,1,5,1,1,1,3,3,269,2,1,0,0
20693,54,2,1,5,2,3,1,3,3,73,1,1,0,0
20694,54,2,1,5,2,3,1,3,3,261,1,1,0,0
20695,31,3,1,4,1,3,1,3,3,409,2,1,0,0
20696,34,1,2,1,1,3,1,3,3,100,1,1,0,0
20697,54,2,1,5,2,3,1,3,3,60,1,1,0,0
20698,34,1,2,1,1,3,1,3,3,165,1,1,0,0
20699,31,1,2,1,1,3,1,3,3,94,1,1,0,0
20700,45,2,1,3,1,1,1,3,3,325,1,1,0,0
20701,54,2,1,5,2,2,2,3,3,88,1,1,0,0
20702,29,3,1,1,1,1,1,3,3,201,1,1,0,0
20703,57,1,1,1,1,1,1,3,3,182,6,1,0,0
20704,54,2,1,5,2,3,1,3,3,403,1,1,0,0
20705,50,1,1,1,1,3,1,3,3,1149,5,1,1,0
20706,39,1,3,1,1,3,1,3,3,130,3,1,0,0
20707,33,3,2,1,1,3,1,3,3,827,1,1,1,1
20708,40,5,1,2,1,1,3,3,3,119,1,1,0,0
20709,40,5,1,2,1,3,1,3,3,286,1,1,0,0
20710,39,5,1,2,1,1,1,3,3,271,1,1,0,0
20711,39,1,2,1,1,3,1,3,3,169,5,1,0,0
20712,30,3,1,2,1,3,1,3,3,143,1,1,0,0
20713,52,1,1,1,2,3,1,3,3,81,1,1,0,0
20714,59,2,1,5,2,3,1,3,3,145,2,1,0,0
20715,44,1,1,1,2,3,1,3,3,641,2,1,1,0
20716,34,3,2,1,1,1,1,3,3,62,1,1,0,0
20717,46,2,1,6,2,1,1,3,3,151,1,1,0,0
20718,31,3,1,4,1,3,1,3,3,87,1,1,0,0
20719,34,1,1,1,1,1,1,3,3,202,1,1,0,0
20720,34,1,1,1,1,3,1,3,3,270,1,1,0,0
20721,30,1,1,2,2,3,1,3,3,299,2,1,0,0
20722,57,1,2,1,2,3,1,3,3,404,4,1,1,0
20723,39,3,1,4,1,3,3,3,3,657,6,1,1,0
20724,58,6,1,5,1,1,1,3,3,180,4,1,0,0
20725,52,3,1,4,1,3,3,3,3,203,3,1,0,0
20726,33,1,2,1,1,3,1,3,3,66,2,1,0,0
20727,32,5,1,1,1,3,1,3,3,78,3,1,0,0
20728,56,1,1,1,2,3,1,3,3,78,2,1,0,0
20729,53,1,1,1,1,3,1,3,3,79,2,1,0,0
20730,54,4,1,5,1,3,3,3,3,250,2,1,0,0
20731,60,6,1,3,2,1,1,3,3,707,3,1,1,0
20732,32,1,2,1,2,3,1,3,3,141,2,1,0,0
20733,50,4,1,2,1,3,1,3,3,737,2,1,1,0
20734,55,3,1,1,2,3,1,3,3,150,2,1,0,0
20735,34,1,3,1,1,3,1,3,3,324,2,1,0,0
20736,35,3,2,4,1,3,1,3,3,156,2,1,0,0
20737,31,3,1,4,1,1,1,3,3,112,1,1,0,0
20738,58,1,1,1,1,3,1,3,3,328,2,1,0,0
20739,31,3,1,1,1,3,3,3,3,156,2,1,0,0
20740,31,3,1,1,1,3,1,3,3,376,2,1,0,0
20741,44,5,1,3,1,3,1,3,3,260,1,1,0,0
20742,46,1,1,2,1,1,3,3,3,871,2,1,1,0
20743,32,3,1,1,1,3,3,3,3,89,3,1,0,0
20744,48,1,1,2,1,3,1,3,3,110,2,1,0,0
20745,57,2,1,3,2,1,1,3,3,175,1,1,0,0
20746,57,2,1,3,2,3,1,3,3,122,1,1,0,0
20747,57,2,1,3,2,3,1,3,3,145,1,1,0,0
20748,34,7,1,7,1,3,1,3,3,98,1,1,0,0
20749,34,7,1,7,1,1,1,3,3,165,1,1,0,0
20750,40,5,1,2,1,1,1,3,3,838,2,1,1,0
20751,34,7,1,7,1,3,3,3,3,684,1,1,0,0
20752,44,2,1,5,2,3,3,3,3,310,1,1,0,0
20753,46,10,1,3,2,1,1,3,3,98,2,1,0,0
20754,33,8,2,1,1,1,1,3,3,79,4,1,0,1
20755,44,2,1,6,1,1,1,3,3,15,12,1,0,0
20756,34,1,2,1,1,3,1,3,3,1038,1,1,1,0
20757,52,1,3,1,1,1,1,3,3,559,2,1,0,0
20758,47,1,1,4,1,3,1,3,3,136,2,1,0,0
20759,37,3,1,4,1,3,3,3,3,733,5,1,0,0
20760,34,12,1,6,1,3,1,3,3,713,1,1,0,0
20761,29,3,4,2,1,3,1,3,3,243,3,1,0,0
20762,31,3,2,2,2,1,1,3,3,104,5,1,0,0
20763,46,5,1,1,1,1,1,3,3,517,1,1,0,0
20764,52,9,1,6,2,1,1,3,3,217,11,1,0,0
20765,44,2,1,6,1,1,1,3,3,195,1,1,0,0
20766,32,5,1,1,1,3,1,3,3,343,1,1,0,0
20767,41,9,2,1,1,3,1,3,3,116,1,1,0,0
20768,57,3,3,1,1,3,1,3,3,96,1,1,0,0
20769,33,3,1,1,1,3,1,3,3,111,1,1,0,0
20770,51,5,1,2,2,1,1,3,3,158,1,1,0,0
20771,49,2,1,3,2,1,3,3,3,92,4,1,0,0
20772,34,7,1,4,1,1,1,3,3,327,1,1,0,0
20773,54,5,1,1,1,1,3,3,3,990,1,1,1,0
20774,48,1,1,1,2,3,3,3,3,523,1,1,0,0
20775,59,8,1,3,1,3,1,3,3,160,3,1,0,0
20776,35,3,2,4,1,3,1,3,3,152,5,1,0,0
20777,36,1,4,1,1,1,1,3,3,69,1,1,0,0
20778,37,3,2,4,1,3,1,3,3,144,1,1,0,0
20779,36,1,4,1,1,3,1,3,3,529,1,1,1,0
20780,55,9,1,1,1,1,1,3,3,363,1,1,0,0
20781,41,3,1,4,1,1,1,3,3,76,1,1,0,0
20782,49,2,1,5,1,3,1,3,3,342,1,1,0,0
20783,39,5,1,1,1,3,1,3,3,306,1,1,1,1
20784,33,3,1,4,2,3,1,3,3,31,1,1,0,0
20785,30,1,2,1,1,3,3,3,3,75,4,1,0,0
20786,54,2,1,5,2,3,3,3,3,111,1,1,0,0
20787,29,2,2,1,1,3,1,3,3,68,2,1,0,0
20788,34,3,1,4,1,1,1,3,3,1148,2,1,1,0
20789,29,1,2,2,1,3,1,3,3,257,3,1,0,0
20790,45,1,2,1,1,3,1,3,3,99,1,1,0,0
20791,37,1,1,1,1,1,1,3,3,356,1,1,0,0
20792,29,3,2,2,1,3,1,3,3,212,3,1,0,0
20793,30,1,1,1,1,1,1,3,3,139,2,1,0,0
20794,51,2,1,3,2,1,1,3,3,490,2,1,0,1
20795,54,6,1,5,2,3,1,3,3,175,5,1,0,0
20796,59,2,1,5,2,1,1,3,3,130,2,1,0,0
20797,52,2,1,6,2,3,1,3,3,121,1,1,0,0
20798,54,3,1,1,1,3,1,3,3,78,1,1,0,0
20799,57,5,1,1,2,1,1,3,3,73,1,1,0,0
20800,31,3,1,4,2,3,1,3,3,84,2,1,0,0
20801,32,1,2,1,1,1,1,3,3,168,1,1,0,0
20802,56,6,1,1,1,1,1,3,3,388,3,1,0,0
20803,39,1,3,1,1,1,1,3,3,99,3,1,0,0
20804,44,3,3,4,2,3,3,3,3,418,4,1,0,0
20805,31,1,2,1,1,1,1,3,3,222,3,1,0,0
20806,34,7,1,4,1,3,1,3,3,73,3,1,0,0
20807,51,2,1,3,2,1,1,3,3,202,3,1,0,0
20808,46,6,1,3,2,3,1,3,3,394,3,1,0,0
20809,31,1,1,1,1,3,1,3,3,109,3,1,0,0
20810,51,5,1,2,2,3,1,3,3,233,6,1,0,0
20811,57,5,1,1,2,1,1,3,3,338,2,1,0,0
20812,57,3,2,1,2,3,1,3,3,107,8,1,0,0
20813,30,1,1,1,1,1,1,3,3,163,2,1,0,0
20814,31,1,2,1,1,3,1,3,3,86,3,1,0,0
20815,59,6,1,1,2,3,1,3,3,83,3,1,0,0
20816,45,2,1,2,2,3,1,3,3,399,2,1,0,0
20817,31,1,1,1,1,3,3,3,3,274,2,1,0,0
20818,55,3,3,4,1,3,1,3,3,150,3,1,0,0
20819,34,1,2,1,1,3,1,3,3,209,3,1,0,0
20820,34,1,2,1,1,3,1,3,3,67,3,1,0,0
20821,32,3,2,1,1,3,1,3,3,75,3,1,0,0
